nquest,stock_participation,mutual_fund_or_etf,direct_listed_stock,income,log_income,education,age,age_centered,age_centered_squared,region,household_size,female_head,weight
173,0,0,0,33194.08,10.410127,Upper secondary,74,19,105,South and Islands,1,0,0.22639291
2886,0,0,0,58808.4,10.98204,Upper secondary,73,18,68,South and Islands,2,0,0.051871788
3717,0,0,0,6110.0,8.717682,Upper secondary,68,13,-87,South and Islands,1,1,0.26215526
5416,0,0,0,27431.514,10.219448,Lower secondary,64,9,81,North,3,1,0.320193
7886,0,0,0,32031.36,10.374471,Upper secondary,72,17,33,Centre,2,0,1.5578499
20297,0,0,0,34066.996,10.436085,Lower secondary,62,7,49,North,2,0,0.37253407
20711,0,0,0,32801.953,10.398243,Upper secondary,77,22,-28,North,2,1,0.6899616
22099,0,0,0,18009.408,9.79865,Lower secondary,64,9,81,South and Islands,2,0,1.327104
22169,0,0,0,8320.471,9.026474,Primary or less,78,23,17,South and Islands,1,1,0.6802146
22173,0,0,0,28618.816,10.26182,Primary or less,84,29,73,South and Islands,3,0,0.422606
22286,0,0,0,28129.941,10.24459,Lower secondary,72,17,33,North,2,0,2.203587
22624,0,0,0,35404.703,10.4746,Primary or less,65,10,100,South and Islands,4,0,0.16628496
22657,0,0,0,47148.344,10.761054,Upper secondary,76,21,-71,South and Islands,2,0,0.09945491
23490,0,0,0,22395.586,10.016619,Upper secondary,85,30,-124,North,1,1,0.33008343
23797,0,0,0,32617.248,10.392596,Lower secondary,67,12,-112,South and Islands,2,0,0.63545597
23821,0,0,0,13656.307,9.521956,Upper secondary,54,-1,1,South and Islands,2,1,0.4306593
23823,0,0,0,27532.928,10.223138,Primary or less,85,30,-124,South and Islands,2,1,0.26232132
24147,0,0,0,95856.16,11.470604,University,74,19,105,North,2,0,0.5512122
24853,0,0,0,60390.49,11.008587,Lower secondary,65,10,100,Centre,2,0,0.3577472
27238,0,0,0,33162.72,10.409182,Lower secondary,70,15,-31,Centre,2,0,2.346047
27730,0,0,0,35806.273,10.485878,Primary or less,83,28,16,South and Islands,4,0,0.36207744
27734,0,0,0,19224.941,9.863964,Primary or less,75,20,-112,South and Islands,2,0,0.25207442
27739,0,0,0,20846.656,9.944949,Primary or less,84,29,73,South and Islands,1,1,0.05165468
27742,0,0,0,13161.568,9.485056,Primary or less,90,35,-55,South and Islands,1,1,0.65725464
27912,0,0,0,37829.758,10.540852,Upper secondary,74,19,105,South and Islands,2,0,0.17861784
27923,1,0,1,26319.28,10.178057,Upper secondary,71,16,0,South and Islands,3,0,0.452808
28992,0,0,0,28694.078,10.264446,Lower secondary,81,26,-92,South and Islands,1,1,0.47077873
29140,0,0,0,37231.36,10.524907,Lower secondary,73,18,68,Centre,2,0,2.2485516
29678,0,0,0,18974.684,9.850861,Lower secondary,89,34,-124,South and Islands,2,0,0.3328175
29680,0,0,0,20536.475,9.929957,Lower secondary,58,3,9,South and Islands,3,0,0.44781542
29737,0,0,0,66659.266,11.107349,University,71,16,0,South and Islands,2,0,0.06562367
31093,0,0,0,47210.977,10.762382,Upper secondary,68,13,-87,North,1,0,1.4247503
31220,1,1,0,44869.902,10.711522,Primary or less,84,29,73,North,1,1,0.38064554
31625,0,0,0,38494.08,10.55826,University,65,10,100,North,1,1,1.1203244
31652,1,0,0,51973.75,10.858494,Upper secondary,81,26,-92,North,2,0,5.8265657
31695,0,0,0,40025.93,10.597282,Lower secondary,58,3,9,North,2,0,0.7081774
31757,0,0,0,18382.508,9.819155,Upper secondary,87,32,0,North,1,1,0.8830699
31860,0,0,0,53348.953,10.884609,Lower secondary,64,9,81,South and Islands,2,0,0.032768477
32320,0,0,0,78094.08,11.26567,University,60,5,25,North,2,1,0.16685681
32471,0,0,0,12715.68,9.450591,Primary or less,77,22,-28,South and Islands,1,1,3.508702
32524,1,1,1,94512.516,11.456488,University,77,22,-28,North,2,0,0.07550674
32556,1,1,0,24260.861,10.09662,Lower secondary,75,20,-112,North,1,1,1.4450687
32729,0,0,0,41526.656,10.63409,Upper secondary,68,13,-87,North,2,0,0.71834755
32734,0,0,0,21010.977,9.952801,Lower secondary,57,2,4,North,1,0,1.4529381
32765,1,1,0,54374.918,10.903658,University,66,11,121,North,2,1,0.061815754
32772,1,1,0,29450.006,10.290449,Lower secondary,73,18,68,North,2,0,0.08382466
32822,0,0,0,17009.408,9.741522,Upper secondary,60,5,25,South and Islands,1,0,0.6848493
32839,0,0,0,39588.156,10.586286,Primary or less,77,22,-28,North,2,0,2.1258664
32861,1,1,0,39622.62,10.587155,Primary or less,76,21,-71,Centre,2,0,0.38385624
32887,0,0,0,48760.902,10.794684,Upper secondary,60,5,25,North,2,0,0.24204077
33036,0,0,0,24552.508,10.108569,Primary or less,86,31,-63,South and Islands,3,0,0.102835886
33038,0,0,0,24806.271,10.118852,Upper secondary,65,10,100,South and Islands,2,0,0.28712726
33303,0,0,0,37751.36,10.538776,Upper secondary,75,20,-112,North,2,0,0.11310901
33335,1,1,0,42952.19,10.667843,Upper secondary,62,7,49,Centre,2,0,0.749895
33451,0,0,0,23415.68,10.061161,Upper secondary,67,12,-112,South and Islands,3,1,0.5862781
33479,0,0,0,44731.36,10.70843,Upper secondary,88,33,65,South and Islands,2,1,0.23487708
33839,0,0,0,13852.579,9.536226,Lower secondary,76,21,-71,South and Islands,1,1,0.49451154
33882,0,0,0,22327.154,10.013559,Lower secondary,71,16,0,North,2,0,2.35467
33937,0,0,0,28462.719,10.2563505,Primary or less,75,20,-112,Centre,1,1,0.36315006
34252,0,0,0,19140.977,9.859587,Lower secondary,73,18,68,South and Islands,2,1,0.4664735
34778,1,1,0,32088.914,10.376266,Upper secondary,59,4,16,South and Islands,2,0,0.4179705
34825,1,1,0,55674.94,10.927285,Lower secondary,69,14,-60,North,2,0,0.30367208
35022,0,0,0,16004.704,9.680638,Lower secondary,56,1,1,South and Islands,2,1,0.05443512
35234,0,0,0,29755.666,10.300775,Lower secondary,83,28,16,Centre,2,0,0.98103684
35322,0,0,0,13970.938,9.544735,Primary or less,85,30,-124,South and Islands,1,1,2.3465009
35323,0,0,0,20429.984,9.924759,Primary or less,85,30,-124,South and Islands,2,0,1.3716384
35340,0,0,0,7823.5195,8.96489,Primary or less,84,29,73,South and Islands,1,1,3.5307443
35372,0,0,0,41283.4,10.628216,Lower secondary,73,18,68,South and Islands,3,0,1.4480752
35640,0,0,0,44888.156,10.711929,Upper secondary,76,21,-71,Centre,2,0,0.6081204
35682,0,0,0,36143.902,10.495263,Primary or less,73,18,68,North,2,0,0.35635594
35788,0,0,0,36125.324,10.494749,Upper secondary,71,16,0,North,2,0,0.13510859
36130,0,0,0,45315.68,10.721409,Lower secondary,59,4,16,North,2,0,2.1452837
36186,0,0,0,14902.9795,9.609317,Lower secondary,59,4,16,South and Islands,2,1,1.6846495
36250,0,0,0,27000.314,10.203604,Lower secondary,61,6,36,South and Islands,1,1,0.65244985
36321,0,0,0,36164.08,10.495822,Lower secondary,72,17,33,South and Islands,3,0,0.30294412
36333,0,0,0,15933.51,9.67618,Lower secondary,64,9,81,Centre,1,1,1.3137113
36403,0,0,0,0.6271854,-0.4665131,Lower secondary,46,-9,81,North,1,1,1.3172309
36409,0,0,0,43816.797,10.687773,Upper secondary,68,13,-87,North,1,0,0.6512366
36443,0,0,0,40578.766,10.611,Lower secondary,69,14,-60,North,2,0,2.1212313
36697,0,0,0,19690.68,9.8879,Lower secondary,69,14,-60,North,1,1,2.6818461
36893,0,0,0,25455.68,10.144694,Lower secondary,71,16,0,South and Islands,2,0,0.94103414
37299,0,0,0,20610.098,9.933537,Lower secondary,65,10,100,South and Islands,2,0,0.36697057
37521,0,0,0,30696.209,10.331895,University,72,17,33,North,1,1,0.19411516
37810,0,0,0,9640.0,9.1736765,Primary or less,72,17,33,Centre,1,1,4.636404
38014,0,0,0,30665.854,10.330905,Upper secondary,70,15,-31,North,2,0,1.0162488
38095,0,0,0,22007.84,9.999154,Lower secondary,57,2,4,North,2,0,0.9489645
38106,0,0,0,34425.715,10.446559,Upper secondary,82,27,-39,North,1,0,0.41677427
38316,0,0,0,105986.22,11.571064,University,65,10,100,North,2,0,0.0592836
38877,0,0,0,27378.398,10.217509,Upper secondary,75,20,-112,South and Islands,2,0,0.14736666
38885,0,0,0,38332.125,10.554044,Upper secondary,78,23,17,South and Islands,2,0,0.17401569
38939,1,0,1,49594.48,10.811635,University,53,-2,4,South and Islands,4,1,0.2529015
39056,1,1,1,59702.32,10.997127,Upper secondary,66,11,121,North,2,0,0.69729865
39086,0,0,0,37275.79,10.526099,Upper secondary,85,30,-124,North,2,0,0.30542937
39095,1,1,0,33172.562,10.409478,Upper secondary,64,9,81,North,1,1,0.92714065
39218,0,0,0,32428.947,10.3868065,Upper secondary,82,27,-39,North,1,1,2.534018
39227,0,0,0,20143.674,9.9106455,Lower secondary,57,2,4,North,1,0,0.4011971
39317,0,0,0,58235.938,10.972258,Upper secondary,60,5,25,North,3,0,0.31369132
39318,1,0,1,86964.445,11.373255,Lower secondary,60,5,25,North,2,0,0.6381278
39488,0,0,0,25970.383,10.164712,Primary or less,73,18,68,Centre,1,1,2.0238698
39697,0,0,0,49860.67,10.816988,University,74,19,105,South and Islands,2,0,0.02234132
50231,0,0,0,40300.0,10.604107,Primary or less,83,28,16,South and Islands,3,1,0.88373864
51895,0,0,0,39528.223,10.58477,Primary or less,81,26,-92,North,2,0,0.9843582
52700,0,0,0,16822.719,9.730486,Primary or less,62,7,49,South and Islands,1,1,0.3497797
52718,0,0,0,12878.815,9.463339,Primary or less,66,11,121,South and Islands,1,1,3.5442016
52736,0,0,0,6601.2544,8.795015,Upper secondary,57,2,4,South and Islands,1,1,0.28449
53086,0,0,0,28644.951,10.2627325,Upper secondary,66,11,121,North,1,0,0.9671016
53202,0,0,0,32216.914,10.380247,Primary or less,72,17,33,North,1,0,0.60107523
53234,0,0,0,51056.797,10.840694,Lower secondary,76,21,-71,North,4,0,0.111192115
53373,0,0,0,48703.137,10.793499,Upper secondary,77,22,-28,Centre,2,0,0.31309432
53380,0,0,0,19009.408,9.85269,Primary or less,90,35,-55,Centre,2,1,0.5133919
53552,1,0,1,12066.318,9.398173,Lower secondary,67,12,-112,Centre,1,1,6.149667
53564,1,1,0,50485.32,10.829438,Upper secondary,59,4,16,Centre,1,1,1.103411
53997,0,0,0,27617.84,10.226217,Upper secondary,88,33,65,North,1,1,0.73696554
55147,0,0,0,34771.953,10.456567,Primary or less,77,22,-28,Centre,2,1,0.3498871
55425,0,0,0,11009.408,9.306505,University,53,-2,4,South and Islands,1,0,0.39579633
55636,0,0,0,75021.164,11.225526,Upper secondary,64,9,81,South and Islands,3,1,2.3404233
55774,0,0,0,31062.719,10.343763,Primary or less,69,14,-60,South and Islands,3,1,0.5896369
56563,0,0,0,28247.04,10.248744,Primary or less,87,32,0,Centre,2,0,0.8253452
56582,1,1,0,51479.02,10.848929,Upper secondary,59,4,16,Centre,2,1,1.2153268
56603,0,0,0,24002.42,10.08591,Lower secondary,54,-1,1,Centre,2,1,2.4777598
56677,0,0,0,42880.406,10.66617,Upper secondary,86,31,-63,Centre,2,0,0.29378694
56721,0,0,0,33870.754,10.430307,Lower secondary,63,8,64,Centre,2,1,0.35140586
56761,0,0,0,74138.84,11.213695,Lower secondary,81,26,-92,Centre,6,0,0.17850664
56762,0,0,0,38779.207,10.5656395,Primary or less,79,24,64,Centre,2,0,0.5325185
57042,0,0,0,10200.313,9.230174,Primary or less,76,21,-71,South and Islands,1,0,0.31150267
57138,0,0,0,48433.996,10.787957,University,72,17,33,South and Islands,1,1,0.03673189
57621,0,0,0,52612.82,10.870715,Upper secondary,63,8,64,Centre,2,1,1.1223463
57670,0,0,0,23536.795,10.06632,Upper secondary,69,14,-60,South and Islands,1,1,0.07683755
57779,0,0,0,45315.68,10.721409,Lower secondary,72,17,33,South and Islands,3,0,0.052583303
60078,0,0,0,30256.271,10.317459,Lower secondary,65,10,100,South and Islands,3,0,0.17632952
91071,0,0,0,78578.0,11.271847,Upper secondary,53,-2,4,North,4,0,8.225943
91079,0,0,0,34744.91,10.455789,Upper secondary,59,4,16,Centre,3,1,2.744192
91081,0,0,0,60034.254,11.00267,Lower secondary,57,2,4,Centre,3,0,0.840587
91095,1,1,1,44263.08,10.6979065,Upper secondary,62,7,49,Centre,3,0,2.125482
111052,0,0,0,30804.703,10.3354225,Primary or less,87,32,0,South and Islands,2,0,0.23042849
178001,0,0,0,16903.137,9.735254,Lower secondary,75,20,-112,Centre,1,0,0.6481721
213440,0,0,0,29208.781,10.282225,Upper secondary,75,20,-112,North,2,0,0.7457858
224048,0,0,0,8650.0,9.065314,Primary or less,88,33,65,North,1,1,0.61371905
230029,0,0,0,30147.215,10.313848,Lower secondary,79,24,64,North,2,0,4.1070075
230037,0,0,0,46387.92,10.744795,Upper secondary,74,19,105,North,2,0,3.2625732
237003,0,0,0,52079.402,10.860525,Upper secondary,74,19,105,South and Islands,2,0,0.7698869
244013,0,0,0,24334.658,10.099657,Primary or less,76,21,-71,South and Islands,2,0,2.4261029
244058,0,0,0,18000.0,9.798127,Lower secondary,58,3,9,South and Islands,3,0,2.4225848
250010,0,0,0,6360.3135,8.757833,Primary or less,76,21,-71,South and Islands,1,1,0.21739092
250039,0,0,0,9600.313,9.169551,Primary or less,71,16,0,South and Islands,1,1,0.32726586
282083,0,0,0,9882.147,9.198485,Lower secondary,82,27,-39,South and Islands,1,1,0.4360099
310002,0,0,0,17481.568,9.768903,Primary or less,84,29,73,South and Islands,2,0,0.25621915
310005,0,0,0,19309.408,9.868348,Lower secondary,75,20,-112,South and Islands,1,1,0.6484288
321009,0,0,0,32811.36,10.39853,Primary or less,89,34,-124,North,2,0,0.3296632
333081,1,0,1,52378.16,10.866245,University,87,32,0,North,1,0,0.08320131
387029,1,0,1,45702.145,10.7299,Upper secondary,77,22,-28,North,2,0,0.18079141
500090,0,0,0,23378.398,10.059567,Primary or less,90,35,-55,North,2,0,0.5937706
500176,0,0,0,22575.018,10.024599,Primary or less,75,20,-112,North,3,0,0.71035206
500669,0,0,0,39625.402,10.587226,Upper secondary,58,3,9,North,2,0,1.3402103
500674,0,0,0,41202.87,10.626264,Upper secondary,83,28,16,North,1,1,0.85060024
501082,0,0,0,45243.902,10.719823,Lower secondary,67,12,-112,North,2,0,0.5651073
501694,0,0,0,27332.715,10.215839,Lower secondary,65,10,100,North,2,1,0.6893204
502060,0,0,0,18209.408,9.809693,Upper secondary,64,9,81,North,1,0,0.5604989
502355,0,0,0,21519.516,9.976715,Lower secondary,61,6,36,North,2,0,6.269741
502364,0,0,0,22018.475,9.999638,Primary or less,89,34,-124,North,1,1,5.32942
503560,0,0,0,35716.598,10.483371,Upper secondary,68,13,-87,North,2,0,0.5231488
503561,0,0,0,54876.824,10.912847,Upper secondary,75,20,-112,North,2,0,0.47303492
503593,0,0,0,29000.627,10.275073,Upper secondary,70,15,-31,North,1,0,0.65807134
503674,0,0,0,91371.58,11.422689,University,74,19,105,North,2,0,0.14082207
503931,1,1,0,69319.51,11.1464815,Upper secondary,75,20,-112,North,2,0,0.5137835
504157,0,0,0,20510.977,9.928716,Upper secondary,62,7,49,North,1,0,0.48421538
504363,0,0,0,32808.223,10.398435,Lower secondary,78,23,17,North,1,0,1.7087736
504395,0,0,0,67503.29,11.119931,Upper secondary,63,8,64,North,3,1,0.7747163
504453,1,1,0,64352.03,11.072124,Upper secondary,55,0,0,North,2,1,1.9462245
504584,0,0,0,16204.704,9.693057,Primary or less,65,10,100,North,1,1,4.2739344
504730,0,0,0,71937.305,11.18355,Upper secondary,79,24,64,North,3,0,0.3704909
504792,1,0,1,47834.855,10.77551,Upper secondary,75,20,-112,North,2,0,0.115958765
504921,0,0,0,46450.86,10.74615,Upper secondary,58,3,9,North,2,1,4.256646
505022,0,0,0,21002.822,9.952413,Primary or less,69,14,-60,North,2,0,0.09237401
505228,0,0,0,39419.44,10.582014,Upper secondary,69,14,-60,North,1,1,1.4922291
505517,0,0,0,33673.52,10.424467,Lower secondary,76,21,-71,North,2,0,2.0588005
505525,0,0,0,71790.0,11.1815,Lower secondary,77,22,-28,North,4,0,2.2167065
505534,1,1,0,32649.834,10.393595,Upper secondary,72,17,33,North,2,0,2.2494285
505594,0,0,0,23363.188,10.058917,Lower secondary,74,19,105,North,2,0,0.13222228
505606,0,0,0,63104.26,11.052544,Upper secondary,71,16,0,North,2,1,0.512785
505681,0,0,0,18149.041,9.806373,Primary or less,84,29,73,North,1,1,2.8378267
505806,0,0,0,21603.764,9.980623,Primary or less,66,11,121,North,1,0,0.66137
505818,0,0,0,105594.21,11.567359,Upper secondary,62,7,49,North,3,0,0.4460542
505839,0,0,0,48366.31,10.786559,Upper secondary,52,-3,9,North,3,1,0.35784525
506107,0,0,0,32568.88,10.391112,Lower secondary,65,10,100,North,2,0,4.321697
506112,0,0,0,17239.2,9.754941,Primary or less,90,35,-55,North,1,1,3.5383768
506402,0,0,0,17862.719,9.790471,Primary or less,74,19,105,Centre,1,1,4.0881987
506418,0,0,0,16531.36,9.713015,Primary or less,82,27,-39,Centre,1,1,4.134488
506565,1,1,0,67331.586,11.117385,Upper secondary,73,18,68,Centre,2,0,0.23263213
506628,0,0,0,45463.324,10.724661,University,37,-18,68,North,4,0,6.110972
506736,0,0,0,52859.617,10.875395,University,82,27,-39,Centre,2,0,0.40528125
506738,0,0,0,37709.406,10.537664,Lower secondary,57,2,4,Centre,3,0,0.9852357
506799,0,0,0,63026.656,11.051313,Lower secondary,71,16,0,Centre,2,0,0.30485183
507182,0,0,0,31351.291,10.353011,Lower secondary,83,28,16,Centre,2,0,0.6095524
507282,0,0,0,61124.656,11.020671,Upper secondary,57,2,4,Centre,5,1,2.6733944
507303,0,0,0,32194.078,10.379538,Primary or less,72,17,33,Centre,2,0,2.2899675
507316,0,0,0,32697.04,10.39504,Lower secondary,84,29,73,Centre,2,0,2.294081
507319,1,0,1,21386.248,9.970504,Primary or less,84,29,73,Centre,1,0,2.8935268
507336,0,0,0,53978.4,10.896339,Primary or less,74,19,105,Centre,2,0,1.9215658
507419,0,0,0,33473.062,10.418496,Upper secondary,73,18,68,Centre,2,0,0.1371937
507444,0,0,0,25084.428,10.130003,Upper secondary,58,3,9,Centre,1,1,0.4371864
507640,0,0,0,21374.893,9.969973,Lower secondary,78,23,17,Centre,1,1,0.4385794
507728,0,0,0,30729.965,10.3329935,Upper secondary,72,17,33,Centre,2,0,0.37510037
507905,0,0,0,26281.36,10.176615,Primary or less,71,16,0,Centre,2,0,1.5131817
507908,0,0,0,25531.36,10.147663,Upper secondary,62,7,49,Centre,1,1,2.821605
507913,0,0,0,15744.088,9.66422,Upper secondary,68,13,-87,Centre,3,1,7.064072
507924,0,0,0,17231.36,9.754486,Lower secondary,50,-5,25,Centre,2,0,2.5168414
508861,0,0,0,28162.719,10.245754,Lower secondary,70,15,-31,Centre,1,1,0.9119446
509054,0,0,0,19060.383,9.855368,Primary or less,85,30,-124,South and Islands,2,0,2.8201761
509057,0,0,0,17096.271,9.746615,Upper secondary,71,16,0,South and Islands,2,0,2.1255658
509071,0,0,0,29315.68,10.285878,Lower secondary,79,24,64,South and Islands,2,0,0.08904691
509550,0,0,0,30966.271,10.340654,University,73,18,68,South and Islands,1,1,0.17631032
509601,0,0,0,50407.44,10.827894,Upper secondary,30,-25,113,South and Islands,3,0,0.09533448
509689,0,0,0,18006.271,9.798475,Lower secondary,66,11,121,South and Islands,2,0,0.31672925
509806,0,0,0,18001.568,9.798214,Upper secondary,62,7,49,South and Islands,3,1,0.19668056
509869,0,0,0,16501.568,9.711211,Lower secondary,80,25,113,South and Islands,2,0,0.48357671
510109,0,0,0,12731.043,9.451798,Primary or less,80,25,113,South and Islands,1,1,3.5453966
510329,0,0,0,9723.449,9.182296,Primary or less,53,-2,4,South and Islands,3,1,0.75713456
510345,0,0,0,36623.52,10.508446,Lower secondary,48,-7,49,South and Islands,3,1,0.07077981
510433,0,0,0,38515.68,10.558821,Lower secondary,65,10,100,South and Islands,2,0,3.2750552
511074,0,0,0,17898.502,9.792472,Primary or less,80,25,113,South and Islands,1,1,3.451537
511136,0,0,0,11502.509,9.350321,Lower secondary,66,11,121,South and Islands,2,0,1.6345267
511160,0,0,0,25792.016,10.157821,Lower secondary,78,23,17,South and Islands,2,0,0.74311405
511260,0,0,0,36980.562,10.518147,University,74,19,105,South and Islands,1,0,0.102454625
511352,0,0,0,18125.088,9.805053,Upper secondary,60,5,25,South and Islands,2,1,7.4851055
511424,0,0,0,26821.951,10.196976,Primary or less,77,22,-28,South and Islands,2,1,0.16742238
511474,0,0,0,24001.152,10.085857,Upper secondary,59,4,16,South and Islands,3,1,1.2811627
511494,0,0,0,9600.313,9.169551,Primary or less,86,31,-63,South and Islands,1,0,0.62717533
511495,0,0,0,16200.627,9.692805,Primary or less,71,16,0,South and Islands,2,0,0.39540038
511501,0,0,0,14400.627,9.575027,Primary or less,81,26,-92,South and Islands,1,1,0.6439355
511629,0,0,0,25509.408,10.146803,Upper secondary,76,21,-71,South and Islands,2,0,0.180085
511757,0,0,0,30271.064,10.317947,Primary or less,72,17,33,South and Islands,3,0,0.15778948
512211,0,0,0,10780.0,9.285448,Primary or less,67,12,-112,South and Islands,1,1,0.48848206
512368,0,0,0,17085.0,9.745956,Primary or less,76,21,-71,South and Islands,3,0,1.1622459
512372,0,0,0,11160.0,9.320091,Primary or less,82,27,-39,South and Islands,1,1,2.2114687
512452,0,0,0,30200.877,10.315626,Upper secondary,53,-2,4,South and Islands,4,0,2.689938
512457,0,0,0,23360.0,10.058781,University,49,-6,36,South and Islands,3,0,1.2121922
512517,0,0,0,21733.559,9.986613,Upper secondary,63,8,64,South and Islands,2,1,3.532033
512784,0,0,0,35750.0,10.484305,Upper secondary,59,4,16,South and Islands,5,0,0.54751503
512843,0,0,0,36351.15,10.500981,Lower secondary,63,8,64,South and Islands,4,0,1.3783678
512887,0,0,0,21333.06,9.968014,Upper secondary,56,1,1,South and Islands,2,0,4.225186
512921,0,0,0,56855.64,10.948271,Upper secondary,75,20,-112,North,2,0,0.94688904
512963,0,0,0,31272.777,10.350503,Lower secondary,81,26,-92,North,2,0,0.34961623
513131,0,0,0,30014.111,10.3094225,Lower secondary,84,29,73,North,1,1,0.7267812
513369,0,0,0,27744.613,10.230797,Primary or less,87,32,0,North,1,1,0.609001
513377,0,0,0,20804.703,9.942934,Upper secondary,65,10,100,North,1,1,1.2688165
513384,0,0,0,37795.492,10.539946,Lower secondary,85,30,-124,North,2,0,0.49214596
513406,1,1,0,62614.516,11.044752,University,66,11,121,North,3,0,0.12044026
611412,1,1,0,161923.66,11.994881,University,63,8,64,North,4,0,0.48299593
611441,1,1,0,54100.28,10.898595,Lower secondary,65,10,100,North,2,0,0.48086295
611453,0,0,0,56697.516,10.945486,Upper secondary,83,28,16,North,1,0,0.555706
611512,0,0,0,28591.197,10.260854,Primary or less,86,31,-63,Centre,2,0,1.1827362
611614,0,0,0,59682.234,10.99679,Upper secondary,54,-1,1,Centre,3,1,1.3141671
611774,0,0,0,39800.35,10.591631,University,72,17,33,Centre,1,0,0.55622274
614660,0,0,0,16239.624,9.6952095,Lower secondary,67,12,-112,South and Islands,1,1,0.6324964
614683,0,0,0,45402.887,10.723331,University,68,13,-87,South and Islands,2,0,0.12134441
614783,0,0,0,28915.68,10.27214,University,81,26,-92,South and Islands,1,1,0.21553671
615399,0,0,0,54584.61,10.907507,Lower secondary,62,7,49,Centre,4,0,1.1022376
616016,0,0,0,20323.316,9.919524,Primary or less,87,32,0,North,1,0,0.8034935
617023,1,1,0,72015.15,11.184631,Upper secondary,64,9,81,North,2,0,0.5954549
617231,0,0,0,40781.36,10.61598,Primary or less,80,25,113,Centre,4,1,1.6380454
617398,1,1,0,110948.77,11.616824,University,81,26,-92,North,3,0,0.14719032
617902,1,1,0,85934.84,11.361344,Upper secondary,75,20,-112,North,2,1,0.44015878
620481,0,0,0,72747.766,11.194754,Lower secondary,65,10,100,North,2,0,0.37668183
620829,1,1,0,39753.047,10.590442,University,54,-1,1,North,3,1,3.239845
621762,0,0,0,4231.3594,8.350279,Upper secondary,55,0,0,Centre,1,0,2.529698
621766,0,0,0,21731.36,9.986511,Upper secondary,68,13,-87,Centre,1,1,2.957697
621773,0,0,0,31362.719,10.353375,Lower secondary,61,6,36,Centre,3,1,3.0451035
622306,0,0,0,23668.787,10.071913,Primary or less,69,14,-60,North,1,1,0.7870113
622915,0,0,0,9126.899,9.118981,Upper secondary,81,26,-92,South and Islands,1,1,4.569209
623305,0,0,0,23094.078,10.047332,Lower secondary,62,7,49,South and Islands,3,0,0.37570107
623606,0,0,0,32927.04,10.402049,Primary or less,72,17,33,North,2,0,1.7427137
623614,0,0,0,18209.408,9.809693,Primary or less,70,15,-31,South and Islands,3,0,1.6088483
623619,0,0,0,10074.391,9.2177515,Primary or less,88,33,65,South and Islands,3,1,1.0635008
624781,0,0,0,25600.314,10.15036,Upper secondary,64,9,81,South and Islands,2,0,6.1598167
625193,0,0,0,41140.766,10.624755,University,82,27,-39,South and Islands,2,0,0.10199585
625983,0,0,0,46568.4,10.748677,Upper secondary,70,15,-31,South and Islands,2,0,0.14047195
626259,0,0,0,70857.04,11.16842,Upper secondary,66,11,121,North,2,0,2.915805
627067,0,0,0,20619.615,9.933998,Lower secondary,89,34,-124,South and Islands,2,0,2.4639728
628418,0,0,0,13662.719,9.522427,Lower secondary,74,19,105,Centre,3,0,1.044656
629458,0,0,0,21600.0,9.980449,Upper secondary,66,11,121,South and Islands,3,0,0.32255626
630345,0,0,0,37109.438,10.521626,Lower secondary,67,12,-112,South and Islands,2,0,1.0915233
631016,1,0,1,68982.25,11.141604,University,87,32,0,North,2,0,0.33784896
631306,0,0,0,36406.273,10.502497,Lower secondary,81,26,-92,Centre,4,0,0.6213106
631954,0,0,0,17731.36,9.78309,Primary or less,74,19,105,South and Islands,2,0,0.1920183
632099,0,0,0,29456.447,10.2906685,Upper secondary,80,25,113,South and Islands,2,0,0.30397463
632118,0,0,0,45094.08,10.716506,Upper secondary,79,24,64,South and Islands,2,0,0.08344477
633412,1,1,0,52720.832,10.872766,Upper secondary,51,-4,16,North,2,0,0.531165
633654,0,0,0,46027.715,10.736999,Lower secondary,66,11,121,North,2,0,0.3838921
633941,0,0,0,18264.951,9.812739,University,93,38,-92,North,1,1,0.69123906
634442,0,0,0,34361.117,10.444681,Primary or less,80,25,113,Centre,2,1,0.1097491
635007,0,0,0,13457.237,9.507273,Primary or less,84,29,73,Centre,1,1,1.1061466
635112,0,0,0,82127.35,11.316027,Upper secondary,56,1,1,North,4,0,0.6005225
635513,0,0,0,20403.137,9.923444,Lower secondary,59,4,16,South and Islands,3,0,0.61041576
635514,0,0,0,15004.704,9.616119,Primary or less,51,-4,16,South and Islands,2,1,0.24414496
636206,0,0,0,16900.0,9.735069,Primary or less,89,34,-124,South and Islands,1,0,2.1001067
636289,0,0,0,55037.215,10.915765,Upper secondary,72,17,33,North,2,0,3.926106
636401,0,0,0,18462.719,9.823509,Primary or less,89,34,-124,South and Islands,1,0,2.1796627
636407,0,0,0,19600.088,9.883289,Primary or less,75,20,-112,South and Islands,2,0,1.7767038
636418,0,0,0,21917.04,9.99502,Primary or less,94,39,-15,South and Islands,2,0,1.8788865
637701,0,0,0,50215.68,10.824082,Primary or less,81,26,-92,Centre,4,0,0.54966116
638250,0,0,0,20924.703,9.948686,Lower secondary,75,20,-112,North,2,0,0.46844378
638339,1,1,1,37295.832,10.526637,Lower secondary,69,14,-60,North,2,0,3.8480163
638360,1,1,0,37554.535,10.533549,University,76,21,-71,North,2,0,0.13848405
639013,0,0,0,21141.703,9.9590025,Primary or less,64,9,81,South and Islands,2,1,1.001911
