nquest,stock_participation,mutual_fund_or_etf,direct_listed_stock,income,log_income,education,age,age_centered,age_centered_squared,region,household_size,female_head,weight
999773,0,0,0,31237.756,10.349382,Upper secondary,42,-13,-87,North,2,1,0.38515067
999778,1,1,0,64390.152,11.072716,Upper secondary,77,22,-28,North,2,0,0.42919633
999827,0,0,0,10559.831,9.264812,University,35,-20,-112,North,1,1,1.5467519
999839,0,0,0,24731.36,10.115828,Upper secondary,46,-9,81,North,1,1,1.3040255
999936,0,0,0,26817.248,10.1968,Primary or less,86,31,-63,North,1,1,4.1677623
999951,1,1,0,93568.4,11.446448,Upper secondary,61,6,36,North,3,0,5.6083465
1000052,0,0,0,10320.497,9.241887,Primary or less,62,7,49,North,1,1,5.822197
1000066,0,0,0,41349.37,10.629812,Upper secondary,72,17,33,North,2,1,3.2826219
1000069,0,0,0,28393.334,10.25391,Upper secondary,70,15,-31,North,1,0,5.0837727
1000074,0,0,0,47907.16,10.77702,University,46,-9,81,North,4,1,6.7522893
1000088,0,0,0,35803.934,10.485813,Upper secondary,44,-11,121,North,5,0,0.48560274
1000101,0,0,0,27091.99,10.206993,Lower secondary,38,-17,33,North,3,0,1.8963829
1000102,0,0,0,121684.85,11.709189,University,44,-11,121,North,6,1,0.32131994
1000106,0,0,0,23189.242,10.051444,Lower secondary,51,-4,16,North,3,0,0.8378346
1000123,0,0,0,17758.564,9.784623,Primary or less,89,34,-124,North,1,1,0.67376053
1000129,0,0,0,19986.285,9.9028015,Primary or less,85,30,-124,North,1,1,0.6639166
1000145,0,0,0,37244.63,10.525263,Upper secondary,74,19,105,North,2,0,0.18700987
1000187,0,0,0,25546.861,10.14827,University,69,14,-60,North,1,1,0.20588966
1000196,1,1,0,51098.87,10.841517,Upper secondary,52,-3,9,North,1,1,0.2787264
1000202,0,0,0,63281.863,11.055354,Lower secondary,54,-1,1,North,3,1,0.13482548
1000205,1,1,1,41930.562,10.64377,University,56,1,1,North,1,1,0.48858842
1000276,0,0,0,43407.652,10.678391,University,63,8,64,North,4,0,0.16519943
1000286,0,0,0,21650.38,9.982779,Upper secondary,71,16,0,North,1,1,0.31770173
1000294,1,1,0,85341.76,11.354419,University,55,0,0,North,3,0,0.38212228
1000298,0,0,0,68114.586,11.128946,Lower secondary,62,7,49,North,3,0,0.6186544
1000310,0,0,0,38613.242,10.561351,University,43,-12,-112,North,1,1,3.1007326
1000311,0,0,0,45060.92,10.715771,University,59,4,16,North,3,0,0.59026307
1000333,0,0,0,83038.57,11.327061,Lower secondary,67,12,-112,North,3,0,0.62775457
1000335,0,0,0,22989.473,10.042791,Upper secondary,74,19,105,North,1,0,0.6244463
1000338,1,0,1,67177.945,11.1151,University,53,-2,4,North,1,0,0.02410853
1000352,0,0,0,36633.258,10.508712,Lower secondary,74,19,105,North,2,0,0.31873026
1000363,1,1,1,42908.79,10.666832,University,59,4,16,North,1,1,0.6421513
1000373,0,0,0,44732.86,10.708464,University,77,22,-28,North,2,0,0.23288743
1000383,1,0,1,151874.28,11.930808,University,82,27,-39,North,2,1,0.024852244
1000387,0,0,0,24490.525,10.106042,University,62,7,49,North,1,1,0.64124787
1000388,0,0,0,112739.03,11.632831,University,76,21,-71,North,2,0,0.03703962
1000393,0,0,0,39903.074,10.594209,Primary or less,79,24,64,North,2,0,0.29401827
1000400,0,0,0,45747.04,10.730883,Upper secondary,61,6,36,North,2,0,0.74875
1000401,0,0,0,26004.703,10.166033,Lower secondary,72,17,33,North,3,0,0.6972071
1000402,0,0,0,39847.84,10.592823,Primary or less,73,18,68,North,2,0,0.30505282
1000428,1,1,1,45788.03,10.731778,Upper secondary,72,17,33,North,2,0,0.2770024
1000431,0,0,0,26120.383,10.170471,Primary or less,80,25,113,North,2,0,0.22502623
1000434,0,0,0,21634.496,9.982044,Upper secondary,81,26,-92,North,1,1,0.9223454
1000436,0,0,0,50764.51,10.834953,University,75,20,-112,North,2,0,0.06524412
1000445,0,0,0,155951.47,11.9573,University,71,16,0,North,2,0,0.032807473
1000488,0,0,0,54026.035,10.897222,Upper secondary,65,10,100,North,4,0,0.12960382
1000494,0,0,0,131391.4,11.785936,University,67,12,-112,North,3,0,0.05494777
1000497,1,1,0,63964.863,11.06609,Upper secondary,67,12,-112,North,2,0,0.19749252
1000515,1,1,0,87103.734,11.374855,Upper secondary,60,5,25,North,3,0,0.11361959
1000531,1,1,0,54095.254,10.898501,University,79,24,64,North,2,0,0.2513434
1000565,0,0,0,34859.47,10.45908,Upper secondary,59,4,16,North,3,0,0.38079306
1000585,0,0,0,23283.643,10.055507,Upper secondary,45,-10,100,North,2,1,1.4875447
1000609,1,1,0,48282.21,10.784819,Upper secondary,48,-7,49,North,4,0,0.5371419
1000610,0,0,0,20497.6,9.928063,Upper secondary,79,24,64,North,1,1,0.950347
1000615,0,0,0,70504.96,11.163439,Upper secondary,44,-11,121,North,1,1,0.085184835
1000672,0,0,0,21741.756,9.98699,Lower secondary,51,-4,16,North,1,1,0.9094188
1000700,1,1,0,132315.34,11.792943,Upper secondary,64,9,81,North,3,0,3.6780524
1000744,1,1,0,22711.926,10.030645,Lower secondary,82,27,-39,North,2,0,0.17366108
1000746,0,0,0,43614.113,10.683136,Lower secondary,78,23,17,North,2,0,0.18010364
1000750,0,0,0,45315.79,10.721411,Upper secondary,80,25,113,North,2,1,0.4757995
1000759,1,1,0,137268.89,11.829697,Upper secondary,69,14,-60,North,2,1,0.041136306
1000765,1,1,0,155418.38,11.953876,University,69,14,-60,North,3,0,0.07695664
1000771,1,1,0,143726.84,11.8756695,University,69,14,-60,North,3,0,0.20047629
1000775,0,0,0,54412.418,10.904347,Lower secondary,62,7,49,North,2,0,0.17943309
1000780,0,0,0,50251.074,10.824787,Upper secondary,58,3,9,North,3,1,0.05834117
1000795,0,0,0,23446.49,10.062476,Upper secondary,62,7,49,North,1,0,0.6174484
1000800,1,1,0,23220.803,10.052804,Upper secondary,58,3,9,North,3,1,0.7915464
1000803,0,0,0,138833.0,11.841027,Lower secondary,48,-7,49,North,4,1,0.27097216
1000815,1,1,0,31323.975,10.352139,Upper secondary,61,6,36,North,1,0,0.6067061
1000854,0,0,0,20156.797,9.911297,Upper secondary,30,-25,113,North,1,0,2.011841
1000906,0,0,0,72096.08,11.185755,University,67,12,-112,North,2,0,0.35914513
1000917,0,0,0,25028.4,10.127767,Upper secondary,57,2,4,North,1,1,0.89901495
1000927,0,0,0,43056.07,10.6702585,Upper secondary,74,19,105,North,2,1,0.56844395
1000946,0,0,0,42785.47,10.663954,Lower secondary,69,14,-60,North,2,1,3.0789018
1001004,0,0,0,13923.419,9.541327,Primary or less,87,32,0,North,1,1,3.8497055
1001017,0,0,0,52636.69,10.871169,Upper secondary,80,25,113,North,2,0,1.3266393
1001034,1,1,0,90292.33,11.410808,University,69,14,-60,North,1,0,0.14890195
1001079,1,1,1,132961.42,11.797814,Upper secondary,61,6,36,North,3,0,0.3151682
1001094,1,1,0,84820.08,11.348288,Upper secondary,60,5,25,North,4,1,0.38982278
1001205,0,0,0,36489.035,10.504767,University,37,-18,68,North,1,1,7.341592
1001265,0,0,0,43958.402,10.690999,Upper secondary,42,-13,-87,North,3,1,4.47353
1001314,0,0,0,27605.883,10.225784,Primary or less,85,30,-124,North,1,0,0.9560155
1001321,0,0,0,53787.16,10.89279,Lower secondary,68,13,-87,North,4,0,0.57134557
1001325,0,0,0,39557.457,10.585509,Lower secondary,55,0,0,North,3,0,0.7439216
1001326,0,0,0,107806.445,11.588093,University,64,9,81,North,4,1,0.07893284
1001347,0,0,0,36915.723,10.516393,Lower secondary,73,18,68,North,2,0,0.4018285
1001355,1,1,1,112768.87,11.633096,University,64,9,81,North,1,0,0.39230844
1001356,0,0,0,58514.547,10.977031,Lower secondary,68,13,-87,North,2,0,0.34759095
1001360,0,0,0,35443.594,10.4756975,Lower secondary,65,10,100,North,3,0,0.33617598
1001372,0,0,0,37122.297,10.521973,Primary or less,76,21,-71,North,2,0,0.4156834
1001374,0,0,0,70483.67,11.1631365,Upper secondary,80,25,113,North,2,0,0.10439428
1001380,0,0,0,24877.188,10.121707,Primary or less,72,17,33,North,2,0,0.13088156
1001385,0,0,0,39487.418,10.583737,Primary or less,74,19,105,North,2,0,0.38303453
1001390,0,0,0,20553.791,9.9308,Lower secondary,78,23,17,North,1,1,1.0063429
1001405,0,0,0,16577.926,9.715827,University,47,-8,64,North,3,1,1.6487315
1001413,0,0,0,13574.747,9.515966,Upper secondary,63,8,64,North,2,0,0.63495064
1001421,0,0,0,71792.086,11.18153,University,73,18,68,North,4,1,0.14091225
1001428,0,0,0,80447.08,11.295355,University,48,-7,49,North,4,0,0.5143198
1001450,0,0,0,52696.766,10.87231,University,64,9,81,North,2,0,0.14236614
1001457,1,1,1,75647.24,11.233836,Upper secondary,64,9,81,North,2,0,0.411594
1001480,0,0,0,76235.09,11.241577,Upper secondary,55,0,0,North,4,0,0.62248695
1001488,0,0,0,56756.797,10.94653,Lower secondary,57,2,4,North,3,0,0.2417826
1001489,0,0,0,315738.22,12.662669,Lower secondary,53,-2,4,North,2,0,0.17026998
1001513,0,0,0,48723.55,10.793918,University,67,12,-112,North,1,1,0.35342467
1001540,0,0,0,15606.91,9.655469,Upper secondary,71,16,0,North,1,0,0.8160796
1001584,0,0,0,52423.246,10.8671055,Upper secondary,76,21,-71,North,2,0,0.07356364
1001590,0,0,0,27718.816,10.229867,Upper secondary,87,32,0,North,2,0,0.49674517
1001616,1,1,1,64639.79,11.076586,University,73,18,68,North,1,0,0.2562167
1001624,0,0,0,61500.5,11.0268,Upper secondary,73,18,68,North,2,0,0.23079032
1001626,0,0,0,73123.63,11.199907,Lower secondary,64,9,81,North,6,0,0.12754492
1001640,0,0,0,99079.35,11.503676,University,83,28,16,North,1,0,0.23442696
1001644,0,0,0,26662.543,10.191015,Lower secondary,90,35,-55,North,2,0,0.3086591
1001660,0,0,0,73222.51,11.201258,Lower secondary,59,4,16,North,4,0,0.39983386
1001664,0,0,0,20212.543,9.914059,Upper secondary,69,14,-60,North,1,1,0.83250225
1001669,1,1,0,25065.625,10.129252,Upper secondary,63,8,64,North,1,0,0.7826515
1001712,0,0,0,22440.176,10.018608,University,50,-5,25,North,1,0,1.2197953
1001725,0,0,0,14002.932,9.547022,Lower secondary,34,-21,-71,North,1,0,1.2440343
1001768,0,0,0,13034.495,9.475354,Lower secondary,65,10,100,North,1,0,0.43255648
1001772,0,0,0,40073.055,10.598459,Upper secondary,54,-1,1,North,1,0,1.4599735
1001775,0,0,0,104000.0,11.552146,Primary or less,54,-1,1,North,4,0,0.5157004
1001833,0,0,0,21950.0,9.996523,Primary or less,87,32,0,North,2,0,3.5541523
1001844,0,0,0,22053.137,10.00121,Lower secondary,53,-2,4,North,2,1,8.044994
1001854,0,0,0,18023.91,9.799455,Lower secondary,54,-1,1,North,1,0,5.0288363
1001859,0,0,0,50541.293,10.830546,Upper secondary,49,-6,36,Centre,2,0,0.9742682
1001866,0,0,0,39062.72,10.572924,Upper secondary,71,16,0,Centre,2,0,0.6614488
1001871,0,0,0,64230.176,11.070229,Upper secondary,42,-13,-87,Centre,4,0,1.3992786
1001880,0,0,0,24347.04,10.100165,Primary or less,81,26,-92,Centre,2,0,0.70721924
1001882,1,1,0,60776.14,11.014953,Upper secondary,41,-14,-60,Centre,3,1,1.1253475
1001883,0,0,0,45259.004,10.720157,Upper secondary,52,-3,9,Centre,3,1,1.0927429
1001891,0,0,0,11525.68,9.352333,Upper secondary,56,1,1,Centre,3,1,0.674776
1001901,0,0,0,43432.258,10.678958,Upper secondary,30,-25,113,Centre,4,0,1.2755585
1001905,0,0,0,21574.145,9.979251,Primary or less,71,16,0,Centre,1,1,0.8676585
1001910,1,0,1,36550.617,10.5064535,Upper secondary,81,26,-92,Centre,1,1,0.8327807
1001911,0,0,0,48504.703,10.789416,University,84,29,73,Centre,2,1,0.724788
1001917,0,0,0,20306.271,9.918685,Lower secondary,87,32,0,Centre,1,0,0.92563707
1001921,0,0,0,16404.703,9.705323,Primary or less,92,37,89,Centre,1,1,0.9706579
1001957,0,0,0,46537.305,10.74801,Lower secondary,50,-5,25,Centre,4,0,1.4090486
1001972,0,0,0,56448.633,10.941087,Lower secondary,50,-5,25,Centre,4,0,1.056282
1001980,0,0,0,30402.508,10.32228,Upper secondary,57,2,4,Centre,2,1,0.7056555
1001982,0,0,0,20214.111,9.914136,Lower secondary,52,-3,9,Centre,1,1,2.054473
1001983,0,0,0,12000.0,9.392662,Lower secondary,57,2,4,Centre,1,1,0.96617144
1001984,1,1,0,20140.268,9.910477,University,42,-13,-87,Centre,2,1,1.6757995
1001996,0,0,0,41742.965,10.639286,Upper secondary,68,13,-87,Centre,2,0,1.4545889
1001999,0,0,0,34269.91,10.442023,Primary or less,69,14,-60,Centre,2,0,3.1599915
1002003,0,0,0,49918.72,10.818151,Primary or less,69,14,-60,Centre,2,0,1.8490392
1002004,0,0,0,37407.04,10.529614,Upper secondary,40,-15,-31,Centre,3,1,4.064545
1002015,0,0,0,59517.453,10.994025,Upper secondary,35,-20,-112,Centre,4,0,5.4144216
1002019,0,0,0,8459.408,9.043035,Upper secondary,58,3,9,Centre,1,1,4.535365
1002023,0,0,0,46226.54,10.741309,Upper secondary,26,-29,73,Centre,2,1,8.102043
1002042,0,0,0,39778.4,10.59108,Upper secondary,65,10,100,Centre,2,1,1.4760368
1002058,0,0,0,62427.676,11.041764,Upper secondary,42,-13,-87,Centre,3,1,4.2247705
1002060,0,0,0,99655.914,11.509479,University,71,16,0,Centre,2,0,0.96136135
1002065,0,0,0,2950.0,7.9895606,Lower secondary,62,7,49,Centre,1,1,1.1647576
1002069,0,0,0,22410.979,10.017306,Primary or less,83,28,16,Centre,2,1,1.0472816
1002077,0,0,0,13024.704,9.474604,Primary or less,50,-5,25,Centre,5,0,2.1836145
1002111,0,0,0,12915.68,9.466197,Upper secondary,22,-33,65,Centre,1,0,6.299638
1002116,0,0,0,56603.46,10.943826,Upper secondary,67,12,-112,Centre,2,0,0.17011179
1002143,1,1,1,102064.2,11.533358,Upper secondary,74,19,105,Centre,5,0,0.20042512
1002241,0,0,0,9360.0,9.1442,Lower secondary,63,8,64,Centre,1,1,0.38598543
1002250,0,0,0,33447.04,10.417719,Lower secondary,60,5,25,Centre,2,0,0.6118312
1002258,1,1,0,38982.703,10.570873,Primary or less,85,30,-124,Centre,2,0,0.20337273
1002259,0,0,0,24409.408,10.102724,Upper secondary,68,13,-87,Centre,1,1,0.73923
1002261,1,1,0,38374.973,10.5551605,Upper secondary,69,14,-60,Centre,2,0,0.62039703
1002269,0,0,0,42289.133,10.652286,Upper secondary,64,9,81,Centre,4,0,0.6843384
1002272,0,0,0,17315.04,9.759331,Lower secondary,61,6,36,Centre,1,0,0.26245794
1002275,0,0,0,22304.016,10.012522,Upper secondary,51,-4,16,Centre,3,1,1.264095
1002280,0,0,0,17706.414,9.781682,University,61,6,36,Centre,1,1,0.44510588
1002282,1,1,0,45956.246,10.735445,University,48,-7,49,Centre,4,0,0.88245684
1002290,0,0,0,65105.164,11.083759,University,43,-12,-112,Centre,4,1,1.0045989
1002296,0,0,0,10000.0,9.2103405,Lower secondary,53,-2,4,Centre,1,1,1.4842262
1002312,0,0,0,50002.8,10.819835,Upper secondary,84,29,73,Centre,2,0,0.710611
1002327,0,0,0,57134.844,10.95317,Upper secondary,66,11,121,Centre,2,0,0.61198074
1002328,1,1,0,74095.91,11.213116,University,70,15,-31,Centre,2,0,0.59707576
1002334,0,0,0,15104.704,9.622762,Primary or less,87,32,0,Centre,1,1,0.9989473
1002349,1,1,0,17263.113,9.756328,Upper secondary,65,10,100,Centre,2,0,0.2178864
1002364,0,0,0,48879.55,10.797114,University,85,30,-124,Centre,2,0,0.5937082
1002381,0,0,0,10709.408,9.278878,Primary or less,80,25,113,Centre,1,1,4.186402
1002383,0,0,0,23681.36,10.072444,Primary or less,72,17,33,Centre,1,0,4.0313334
1002387,0,0,0,12341.359,9.4207115,Upper secondary,71,16,0,Centre,1,1,3.635691
1002388,0,0,0,18203.45,9.809366,Lower secondary,66,11,121,Centre,2,0,2.5075471
1002392,0,0,0,42759.406,10.663344,Lower secondary,57,2,4,Centre,3,0,1.830788
1002417,0,0,0,39731.36,10.589896,Upper secondary,61,6,36,Centre,2,0,1.2764982
1002442,0,0,0,62283.504,11.039452,University,47,-8,64,Centre,4,0,1.2204959
1002475,0,0,0,30737.254,10.333231,University,35,-20,-112,Centre,1,0,0.4066585
1002484,0,0,0,15635.517,9.6573,Lower secondary,69,14,-60,Centre,1,0,3.7926223
1002497,0,0,0,6000.379,8.699578,Upper secondary,61,6,36,Centre,1,1,2.291682
1002520,0,0,0,38774.496,10.565518,Primary or less,69,14,-60,Centre,2,0,0.28278854
1002522,0,0,0,38705.082,10.563726,Primary or less,82,27,-39,Centre,2,0,0.06990582
1002529,0,0,0,41394.973,10.630915,University,42,-13,-87,Centre,5,1,0.35290778
1002547,0,0,0,110737.99,11.614923,University,70,15,-31,Centre,2,0,0.01844467
1002554,0,0,0,55695.098,10.927648,University,39,-16,0,Centre,4,0,0.40651247
1002557,0,0,0,34398.87,10.445779,Lower secondary,51,-4,16,Centre,4,0,1.2276592
1002559,0,0,0,33198.78,10.410269,Upper secondary,78,23,17,Centre,1,1,0.33841816
1002565,0,0,0,189697.9,12.153188,University,65,10,100,Centre,3,0,0.25057837
1002575,0,0,0,8925.088,9.0966215,Primary or less,91,36,16,Centre,1,1,0.3760617
1002577,0,0,0,13350.0,9.499271,Lower secondary,41,-14,-60,Centre,3,0,0.7122599
1002580,0,0,0,20850.176,9.945118,Upper secondary,82,27,-39,Centre,1,1,0.338295
1002582,0,0,0,8052.544,8.993743,Lower secondary,50,-5,25,Centre,1,0,0.6467402
1002617,1,1,1,76623.19,11.246655,Upper secondary,84,29,73,Centre,2,0,0.20830728
1002621,0,0,0,30057.84,10.310879,University,74,19,105,Centre,1,1,0.74062896
1002623,1,1,0,36222.805,10.497444,Upper secondary,47,-8,64,Centre,3,1,2.4725566
1002653,0,0,0,55041.117,10.915835,Upper secondary,58,3,9,Centre,2,0,2.4644935
1002659,0,0,0,37952.137,10.544081,Lower secondary,61,6,36,Centre,2,0,1.6380484
1002705,0,0,0,56247.04,10.937509,University,73,18,68,Centre,2,0,0.18937843
1002708,1,1,0,119234.72,11.688849,Upper secondary,71,16,0,Centre,2,0,0.048517503
1002728,0,0,0,15094.078,9.622058,Lower secondary,58,3,9,Centre,2,0,0.28026617
1002735,1,1,0,68938.695,11.140973,Upper secondary,48,-7,49,Centre,3,0,1.1592573
1002759,0,0,0,24774.666,10.117577,Lower secondary,42,-13,-87,Centre,3,0,1.7031292
1002760,0,0,0,71581.836,11.1785965,Lower secondary,63,8,64,Centre,3,0,0.29715252
1002767,0,0,0,25687.336,10.153753,Lower secondary,82,27,-39,Centre,1,1,1.2002298
1002782,0,0,0,111761.75,11.624125,University,76,21,-71,Centre,2,0,0.263422
1002783,0,0,0,46356.797,10.744123,Lower secondary,74,19,105,Centre,2,0,0.92727464
1002785,0,0,0,37390.043,10.52916,Upper secondary,70,15,-31,Centre,2,0,0.9391551
1002813,0,0,0,48675.0,10.792921,University,56,1,1,Centre,4,0,1.6325064
1002815,1,1,0,30925.605,10.33934,Lower secondary,70,15,-31,Centre,3,0,1.4884251
1002831,1,1,1,88589.57,11.391769,Upper secondary,66,11,121,Centre,4,0,0.14643596
1002842,0,0,0,26753.793,10.194431,Upper secondary,56,1,1,Centre,2,0,0.89500415
1002849,1,0,1,64248.617,11.070516,University,57,2,4,Centre,1,1,0.8399421
1002863,0,0,0,12804.704,9.457568,University,53,-2,4,Centre,2,1,3.0264723
1002902,0,0,0,29594.65,10.295349,Upper secondary,72,17,33,Centre,1,0,0.3162256
1002929,0,0,0,64362.72,11.072289,Upper secondary,77,22,-28,Centre,2,0,0.1444237
1002938,0,0,0,16315.68,9.699882,Lower secondary,55,0,0,Centre,2,0,3.8555958
1002950,1,1,0,113476.266,11.639349,University,65,10,100,Centre,3,1,2.3735616
1002954,1,1,1,63645.605,11.061086,University,43,-12,-112,Centre,3,0,6.0408893
1002966,0,0,0,16120.0,9.687816,Primary or less,86,31,-63,Centre,2,1,0.77942216
1002988,1,0,1,51381.2,10.847028,University,44,-11,121,Centre,4,0,0.9178883
1003022,1,1,1,63016.69,11.051155,University,50,-5,25,Centre,4,0,0.8946428
1003033,0,0,0,32688.156,10.394768,Lower secondary,73,18,68,Centre,1,0,1.1999993
1003040,0,0,0,49463.953,10.808999,Upper secondary,29,-26,-92,Centre,2,0,0.8691146
1003042,0,0,0,36714.375,10.510923,Lower secondary,72,17,33,Centre,1,1,1.1668531
1003050,0,0,0,37447.35,10.530691,Upper secondary,62,7,49,Centre,1,0,0.97071534
1003053,0,0,0,29491.918,10.291872,Lower secondary,84,29,73,Centre,2,0,0.8409088
1003056,0,0,0,43300.0,10.675908,Lower secondary,72,17,33,Centre,3,0,0.3758379
1003060,1,1,0,38106.688,10.548145,Lower secondary,70,15,-31,Centre,2,0,0.8130704
1003074,0,0,0,27812.924,10.233256,Upper secondary,63,8,64,Centre,1,1,1.044482
1003080,0,0,0,7200.0,8.881836,Lower secondary,63,8,64,Centre,1,0,0.58908504
1003098,0,0,0,31209.408,10.3484745,Lower secondary,60,5,25,Centre,2,0,1.3267864
1003100,0,0,0,11200.0,9.323669,Lower secondary,58,3,9,Centre,1,0,3.5055454
1003102,1,0,1,90430.02,11.412332,Upper secondary,68,13,-87,Centre,2,1,0.3949632
1003145,0,0,0,21003.764,9.952457,Lower secondary,62,7,49,Centre,1,0,1.2730778
1003164,1,1,1,79912.35,11.288686,University,74,19,105,Centre,2,0,0.19155416
1003165,0,0,0,37761.66,10.539049,Lower secondary,74,19,105,Centre,2,0,1.0548797
1003172,0,0,0,62766.258,11.047173,Lower secondary,61,6,36,Centre,5,0,0.5593906
1003184,0,0,0,33809.344,10.428493,Lower secondary,56,1,1,Centre,3,0,1.6477238
1003205,0,0,0,65321.953,11.087084,Upper secondary,43,-12,-112,Centre,4,0,2.2864854
1003264,0,0,0,48388.62,10.78702,Primary or less,78,23,17,Centre,3,0,0.807644
1003289,0,0,0,33553.76,10.420904,Lower secondary,53,-2,4,Centre,3,0,0.768199
1003296,0,0,0,85149.39,11.352162,Upper secondary,55,0,0,Centre,4,0,0.3105849
1003301,0,0,0,38076.273,10.547347,Primary or less,84,29,73,Centre,3,0,0.28210264
1003335,0,0,0,42363.68,10.654047,Lower secondary,79,24,64,Centre,2,0,0.46540198
1003346,0,0,0,86986.8,11.373511,Upper secondary,87,32,0,Centre,2,0,0.042302027
1003395,0,0,0,58218.82,10.971964,Upper secondary,77,22,-28,Centre,2,0,0.77069366
1003407,0,0,0,256986.02,12.456777,University,83,28,16,Centre,2,0,0.012046002
1003413,0,0,0,37210.215,10.524339,Lower secondary,70,15,-31,Centre,3,0,1.245851
1003450,1,0,0,110859.12,11.616015,University,82,27,-39,Centre,2,0,0.08064228
1003480,1,1,0,43833.695,10.688158,Upper secondary,76,21,-71,Centre,2,0,0.672777
1003528,1,1,0,52616.94,10.870793,Upper secondary,61,6,36,Centre,2,0,1.0776271
1003548,0,0,0,69878.07,11.154508,Upper secondary,37,-18,68,Centre,3,0,1.62637
1003551,0,0,0,64300.19,11.071318,Upper secondary,48,-7,49,Centre,4,0,1.38548
1003557,1,0,1,64227.73,11.07019,University,39,-16,0,Centre,2,0,1.6199954
1003640,0,0,0,33644.758,10.423613,University,63,8,64,Centre,2,1,1.382094
1003705,1,1,0,45963.26,10.735598,Upper secondary,58,3,9,Centre,2,0,0.79553425
1003708,0,0,0,8402.111,9.036239,Primary or less,77,22,-28,Centre,1,0,1.0257215
1003741,0,0,0,56415.68,10.940502,University,49,-6,36,Centre,1,1,1.9887632
1003790,0,0,0,35123.52,10.466626,Lower secondary,72,17,33,Centre,2,1,1.6941998
1003799,1,1,0,41021.152,10.621843,Lower secondary,71,16,0,Centre,2,0,2.121198
1003812,1,1,0,59974.23,11.00167,University,43,-12,-112,Centre,4,1,4.7446127
1003816,0,0,0,36826.793,10.513981,Upper secondary,44,-11,121,Centre,2,1,3.9229212
1003829,0,0,0,76230.48,11.241517,Upper secondary,24,-31,-63,Centre,3,0,5.0417795
1003832,0,0,0,37760.977,10.539032,Upper secondary,27,-28,16,Centre,3,1,6.4522243
1003835,0,0,0,42622.59,10.66014,University,37,-18,68,Centre,3,0,7.431305
1003854,0,0,0,25802.48,10.158226,Upper secondary,47,-8,64,Centre,4,0,6.839912
1003894,0,0,0,74105.305,11.213243,Upper secondary,51,-4,16,Centre,4,0,0.50878876
1003934,0,0,0,60327.91,11.00755,Upper secondary,54,-1,1,Centre,4,1,1.0235863
1003950,0,0,0,102585.47,11.538451,Upper secondary,58,3,9,Centre,6,0,0.34676513
1003958,1,1,0,38825.395,10.56683,Upper secondary,54,-1,1,Centre,1,0,1.5406284
1003996,0,0,0,85503.47,11.356312,Upper secondary,54,-1,1,Centre,5,0,7.7197633
1004013,0,0,0,23360.0,10.058781,Upper secondary,53,-2,4,Centre,1,1,6.596282
1004022,0,0,0,18338.137,9.816738,Primary or less,86,31,-63,Centre,2,1,2.9841464
1004068,0,0,0,28035.262,10.241219,Primary or less,85,30,-124,Centre,2,0,0.88240355
1004088,0,0,0,37344.6,10.527944,Lower secondary,73,18,68,Centre,2,0,0.6174398
1004098,0,0,0,110132.234,11.609437,Upper secondary,71,16,0,Centre,3,0,0.18169661
1004111,1,0,1,45563.863,10.726871,Upper secondary,57,2,4,Centre,4,0,0.6134766
1004130,1,1,0,76005.7,11.238564,University,67,12,-112,Centre,2,0,0.1634935
1004136,0,0,0,65839.68,11.094978,Upper secondary,67,12,-112,Centre,2,0,0.74812436
1004192,0,0,0,59282.438,10.990068,Lower secondary,51,-4,16,Centre,3,0,1.0875545
1004208,0,0,0,47421.277,10.766827,Upper secondary,26,-29,73,Centre,2,1,0.8554113
1004236,1,0,1,48059.88,10.780203,University,74,19,105,Centre,1,0,0.8238485
1004252,0,0,0,18125.516,9.805076,Upper secondary,53,-2,4,Centre,1,0,2.4638257
1004288,0,0,0,26287.963,10.176867,Lower secondary,63,8,64,Centre,1,1,0.9987984
1004328,0,0,0,12043.798,9.396305,Lower secondary,68,13,-87,Centre,1,0,0.0565231
1004381,0,0,0,8407.84,9.03692,Upper secondary,58,3,9,Centre,1,1,1.4962499
1004390,1,1,0,62120.59,11.036833,Upper secondary,57,2,4,Centre,4,0,1.4602807
1004395,0,0,0,22109.408,10.003758,Lower secondary,41,-14,-60,Centre,4,0,2.3836899
1004400,0,0,0,30847.04,10.336796,Upper secondary,30,-25,113,Centre,4,0,2.794503
1004412,0,0,0,19157.412,9.860445,Primary or less,78,23,17,Centre,1,0,2.9889975
1004417,0,0,0,69827.35,11.153781,Primary or less,84,29,73,Centre,4,1,4.5805826
1004433,0,0,0,104865.57,11.560434,Upper secondary,76,21,-71,Centre,2,0,2.529294
1004446,0,0,0,50496.855,10.829666,Lower secondary,63,8,64,Centre,2,0,3.5551
1004447,0,0,0,32625.016,10.392835,Primary or less,87,32,0,Centre,2,1,3.7421093
1004461,0,0,0,37555.406,10.533572,Upper secondary,59,4,16,Centre,2,1,6.6812534
1004476,0,0,0,59356.797,10.991322,Upper secondary,58,3,9,Centre,4,1,4.322662
1004498,1,1,0,77807.016,11.261987,University,75,20,-112,Centre,2,0,0.098954484
1004514,1,0,1,75242.69,11.228474,University,67,12,-112,Centre,2,1,0.09223223
1004538,0,0,0,18604.344,9.83115,Lower secondary,70,15,-31,Centre,1,0,0.6496701
1004552,0,0,0,43352.234,10.677114,Upper secondary,75,20,-112,Centre,2,0,1.1204398
